,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
18688,RO10095102PO100151091,TO3,TO1,Tanzania,RO10095102,PO10015109,PO10015109,1,Partially Delivered,GSC,Purchase Order,Direct Drop,Sea,Condoms,Male Condoms,103802XUZ0KD0AH,"Male Condom (Latex) Lubricated, Dume Classic, 53 mm, 3 Pcs/Wallet, 24 Wallet/Disp, 2592 Pieces                                  ",CAS,Piece,2592.0,,0.09,CBM,18.85,KGM             ,311MISSION,,,,196.0,N,Thai Nippon Rubber Industry Ltd.,"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110",TH,Thai Nippon Rubber Industry Ltd.,Thailand,FCA,DAP,133.2,133.2,4130.0,550116.0,104.0,0.0,13852.8,,N,Y,Y,Y,On Time Not In Full,On Time Not In Full,On Time Not In Full,,-4.0,1.0,2,Delivered - On Time,2020-12-04,2020.0,2020-12,2021.0,2021-Q1,2021-04-12,2021.0,2021-04,2021.0,2021-Q3,2020-04-24,2020.0,2020-04,2020.0,2020-Q3,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-11-04,2020.0,2020-11,2021.0,2021 Q1,2021-04-08,2021.0,2021-04,2021.0,2021-Q3,,,2020-05-13,2020-05-21,2020-05-21,,2020-05-29,2020.0,2020-05,2020.0,2020-Q3,2020-08-13,2020-08-14,2020-08-18,,2020-09-11,2020-09-15,2020-09-15,2021-04-08,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,,,77.0,28.0,209.0,,AD050,TMARC Delay for importation,AGREED_DELIVERY_DATE,42.0
19090,RO10082156RO10082156_12,TO3,TO3,Mozambique,RO10082156,RO10082156_1,RO10082156,2,Partially Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,175.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,483120.0,125611.2,479520.0,0.0,124675.2,,N,Y,Y,Y,On Time Not In Full,On Time Not In Full,On Time Not In Full,,0.0,1.0,2,Delivered - On Time,2020-10-01,2020.0,2020-10,2021.0,2021-Q1,2020-08-25,2020.0,2020-08,2020.0,2020-Q4,2019-09-11,2019.0,2019-09,2019.0,2019-Q4,2020-09-30,2020.0,2020-09,2020.0,2020-Q4,2020-09-01,2020.0,2020-09,2020.0,2020 Q4,2020-08-25,2020.0,2020-08,2020.0,2020-Q4,2019-09-12,2019-09-12,2019-09-19,2020-04-06,2020-04-08,2020-04-09,2020-05-14,2020.0,2020-05,2020.0,2020-Q3,2020-05-19,,,,2020-06-05,,,2020-08-25,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,1.0,35.0,,,81.0,,AD012,"RDD is 9/30, original ADD was 10/1.
Since Bayer could make supply available earlier, PSM proposed an early delivery to the country.",AGREED_DELIVERY_DATE,-37.0
19210,RO10110251RO10110251_514,TO3,TO3,Congo DRC,RO10110251,RO10110251_5,RO10110251,14,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,28080.0,7300.8,28080.0,0.0,7300.8,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-02,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-31,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,121.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-32.0
19258,RO10082138RO10082138_1112,TO3,TO3,Congo DRC,RO10082138,RO10082138_11,RO10082138,12,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,12240.0,3672.0,12240.0,0.0,3672.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-05,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-05,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-05,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,23.0,,AD012,"RDD is 3/31, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-54.0
19555,RO10111242PO100175121,TO3,TO3,Haiti,RO10111242,PO10017512,PO10017512,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,154.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,512500.0,397700.0,512500.0,0.0,397700.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-12.0,1.0,2,Delivered - On Time,2021-04-19,2021.0,2021-04,2021.0,2021-Q3,2021-04-19,2021.0,2021-04,2021.0,2021-Q3,2020-10-05,2020.0,2020-10,2021.0,2021-Q1,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-03-03,2021.0,2021-03,2021.0,2021 Q2,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,,,2020-10-05,2020-11-03,2020-11-12,2020-11-16,2020-12-14,2020.0,2020-12,2021.0,2021-Q1,2020-12-22,,2020-12-23,,2021-01-04,2021-01-08,2021-01-08,2021-04-07,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,28.0,,,93.0,,SD000,no delay expected,ESTIMATED_DELIVERY_DATE,355.0
19706,RO10088250PO100142261,TO3,TO3,Congo DRC,RO10088250,PO10014226,PO10014226,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,322.0,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,26000.0,179400.0,26000.0,0.0,179400.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,5.0,1.0,2,Delivered - On Time,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-10-28,2020.0,2020-10,2021.0,2021 Q1,2021-01-19,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020.0,2020-03,2020.0,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-19,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,166.0,,SD000,AGAD added., ,
19770,RO10082138RO10082138_1516,TO3,TO3,Congo DRC,RO10082138,RO10082138_15,RO10082138,16,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,4320.0,1296.0,4320.0,0.0,1296.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-06,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-06,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-06,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,24.0,,AD012,"RDD is 3/31, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-53.0
19842,RO10082137RO10082137_323,TO3,TO3,Congo DRC,RO10082137,RO10082137_3,RO10082137,23,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,4400.0,3872.0,4400.0,0.0,3872.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-07,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-07,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-07,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,30.0,,AD012,"RDD is 12/31/2019, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-52.0
20172,RO10082138RO10082138_1615,TO3,TO3,Congo DRC,RO10082138,RO10082138_16,RO10082138,15,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,8640.0,2592.0,8640.0,0.0,2592.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-04-28,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,77.0,,,,,
20444,RO10110252RO10110252_16,TO3,TO3,Congo DRC,RO10110252,RO10110252_1,RO10110252,6,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,20880.0,6264.0,20880.0,0.0,6264.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-31,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,121.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-32.0
20556,RO10092109PO100172613,TO3,TO3,Bangladesh,RO10092109,PO10017261,PO10017261,3,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ0MF3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 4800 Each                 ",CTN,Each,4800.0,,0.25,CBM,41.5,KGM             ,317MISSION,,,,168.0,N,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,336.0,336.0,125.0,42000.0,125.0,0.0,42000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-10.0,1.0,2,Delivered - On Time,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-04-07,2021.0,2021-04,2021.0,2021 Q3,2021-03-28,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-20,2020-10-21,2020-10-21,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-03-24,2021-03-23,,,,2021-03-31,,,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,60.0,,,,SD000,No delay.,CHANGE_ORDER_DATE,
20596,RO10072117PO100112002,TO3,TO3,Afghanistan,RO10072117,PO10011200,PO10011200,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W2E7,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,317MISSION,,,,231.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.28,0.28,600048.0,168013.44,600048.0,0.0,168013.44,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2019-11-11,2019.0,2019-11,2020.0,2020-Q1,2020-05-01,2020.0,2020-05,2020.0,2020-Q3,2019-03-20,2019.0,2019-03,2019.0,2019-Q2,2019-03-25,2019.0,2019-03,2019.0,2019-Q2,2019-12-30,2019.0,2019-12,2020.0,2020 Q1,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,,,,2019-03-20,2019-03-25,2019-03-25,2019-04-29,2019.0,2019-04,2019.0,2019-Q3,2019-06-30,2019-07-21,2019-09-13,,2019-12-04,2019-11-07,2019-11-07,2020-04-28,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,35.0,83.0,136.0,146.0,,AD050,"the 1st line of this RO faced a spate of pbs: unpredictable waiver times, political tensions and infrastructures btw India & Pakistan. So USAiD DC approved that the ADD of this 2nd line was changed to 2099, to be updated w/ actual delivery date.",AGREED_DELIVERY_DATE,-28734.0
20764,RO10100161PO100160731,TO3,TO3,Mali,RO10100161,PO10016073,PO10016073,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,280.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,119000.0,92344.0,119000.0,0.0,92344.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-13,2021.0,2021-04,2021.0,2021-Q3,2021-03-19,2021.0,2021-03,2021.0,2021-Q2,2020-05-17,2020.0,2020-05,2020.0,2020-Q3,2021-02-26,2021.0,2021-02,2021.0,2021-Q2,2021-01-28,2021.0,2021-01,2021.0,2021 Q2,2021-03-19,2021.0,2021-03,2021.0,2021-Q2,2020-05-20,,2020-05-27,2020-06-11,2020-07-07,2020-07-07,2020-08-24,2020.0,2020-08,2020.0,2020-Q4,2020-11-23,2020-11-12,2020-11-12,,2020-12-09,2020-12-14,2020-12-14,2021-03-19,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,48.0,80.0,27.0,100.0,,AD012,"RDD is 2/26, original ADD was 4/13.
The supplier could make the order available earlier than originally committed, and the importation waiver was received slightly faster than usual, and country was interested in receiving products closer to the RDD.",AGREED_DELIVERY_DATE,-25.0
20891,RO10082137RO10082137_519,TO3,TO3,Congo DRC,RO10082137,RO10082137_5,RO10082137,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6000.0,5280.0,6000.0,0.0,5280.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-09,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-09,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,32.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
21331,RO10092109PO100172612,TO3,TO3,Bangladesh,RO10092109,PO10017261,PO10017261,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Other Non-Pharma,Medical Supplies,101219XUZ0E53K9,"Sharps Container, Paperboard, 5L, WHO Spec, 150 Each                                                                            ",CTN,Each,150.0,,,,,KGM             ,317MISSION,,,,140.0,N,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,3.0,3.0,40.0,120.0,40.0,0.0,120.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-14.0,1.0,2,Delivered - On Time,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-03-10,2021.0,2021-03,2021.0,2021 Q2,2021-03-01,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-20,2020-10-21,2020-10-21,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-02-24,,,,,2021-03-10,,,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,,,,,SD000,No expected delay,ESTIMATED_DELIVERY_DATE,
